"省份","iso","tele_c","lag","estimate_c","lower_ci_c","upper_ci_c","sig"
"黑龙江省","230000",0.719710549,4,0.124195157989209,0.0130312625307109,0.235359053447707,1
"吉林省","220000",0.641250374,4,0.187223782760019,0.0726783376931891,0.301769227826849,1
"内蒙古自治区","150000",0.807231788,4,0.0538875996335543,-0.119973968182886,0.227749167449994,0
"新疆维吾尔自治区","650000",0.725999111,4,0.119143430604635,0.00520009236283776,0.233086768846432,1
"辽宁省","210000",0.756878475,4,0.0943374211008674,-0.0380806191924375,0.226755461394172,0
"北京市","110000",0.593655811,4,0.225457445283174,0.0794586449342609,0.371456245632087,1
"天津市","120000",0.69770718,4,0.141870903530112,0.0371307692832361,0.246611037776987,1
"河北省","130000",0.640250434,4,0.188027054522456,0.0729932079185459,0.303060901126365,1
"山西省","140000",0.544707664,4,0.264778468853278,0.075480034346745,0.45407690335981,1
"宁夏回族自治区","640000",0.566392154,4,0.247358885178421,0.0781245556115962,0.416593214745246,1
"甘肃省","620000",0.566206887,4,0.247507713857753,0.078107047655919,0.416908380059587,1
"山东省","370000",0.718665491,4,0.125034673941675,0.0142948341871524,0.235774513696197,1
"陕西省","610000",0.780959942,4,0.0749922979543332,-0.0759704509031677,0.225955046811834,0
"青海省","630000",0.551731684,4,0.25913593337636,0.0764585434435669,0.441813323309153,1
"河南省","410000",0.685587451,4,0.151606923765408,0.0479751129738757,0.25523873455694,1
"江苏省","320000",0.676686823,4,0.158756975908888,0.0547806769228929,0.262733274894883,1
"安徽省","340000",0.668888735,4,0.165021335661868,0.0599425499692076,0.270100121354528,1
"上海市","310000",0.736387375,4,0.11079833076671,-0.00853281530222559,0.230129476835645,0
"西藏自治区","540000",0.551986038,4,0.258931605730839,0.0764919466376711,0.441371264824006,1
"湖北省","420000",0.749728784,4,0.100080910600684,-0.027441866848764,0.227603688050132,0
"四川省","510000",0.820962494,4,0.0428574494164244,-0.143752197461134,0.229467096293982,0
"重庆市","500000",0.876865856,4,-0.00205083720063669,-0.244020830801407,0.239919156400134,0
"浙江省","330000",0.73207247,4,0.114264580085765,-0.00271449661130942,0.231243656782839,0
"江西省","360000",0.694281998,4,0.144622420602942,0.0403782446899053,0.248866596515978,1
"湖南省","430000",0.709622356,4,0.132299204802927,0.0247509857416287,0.239847423864226,1
"贵州省","520000",0.703049282,4,0.137579486356426,0.0317848242561955,0.243374148456656,1
"福建省","350000",0.535119346,4,0.272480956101174,0.0739836519212938,0.470978260281054,1
"云南省","530000",0.550313342,4,0.260275315817384,0.0762696020849211,0.444281029549847,1
"广西壮族自治区","450000",0.697405773,4,0.142113029789788,0.0374222393551936,0.246803820224382,1
"广东省","440000",0.693117218,4,0.145558111627854,0.0414500350859925,0.249666188169715,1
"海南省","460000",0.808871887,4,0.0525700753677983,-0.122790090719748,0.227930241455344,0
