"tele_c","lag","estimate_c","lower_ci_c","upper_ci_c"
0.5,6,0.701241712508617,0.162951037953117,1.23953238706412
0.51,6,0.678939273729102,0.162540767653201,1.195337779805
0.52,6,0.656636834949587,0.161920475305119,1.15135319459406
0.53,6,0.634334396170072,0.161061294694007,1.10760749764614
0.54,6,0.612031957390558,0.159929233089852,1.06413468169126
0.55,6,0.589729518611043,0.15848410041172,1.02097493681037
0.56,6,0.567427079831528,0.156678201836534,0.978175957826523
0.57,6,0.545124641052014,0.154454750365743,0.935794531738284
0.58,6,0.522822202272499,0.151745958271417,0.893898446273582
0.59,6,0.500519763492984,0.148470779836556,0.852568747149413
0.6,6,0.47821732471347,0.144532312188875,0.811902337238064
0.61,6,0.455914885933955,0.139814931913064,0.772014839954845
0.62,6,0.43361244715444,0.134181375054522,0.733043519254358
0.63,6,0.411310008374925,0.127470184523061,0.69514983222679
0.64,6,0.389007569595411,0.119494273210879,0.658520865979943
0.65,6,0.366705130815896,0.110041769756498,0.623368491875293
0.66,6,0.344402692036382,0.0988807224471038,0.58992466162566
0.67,6,0.322100253256867,0.0857693690074108,0.558431137506323
0.68,6,0.299797814477352,0.0704730909787439,0.52912253797596
0.69,6,0.277495375697837,0.0527874242948454,0.502203327100829
0.7,6,0.255192936918323,0.0325636695292289,0.477822204307418
0.71,6,0.232890498138808,0.00973089016478043,0.456050106112836
0.72,6,0.210588059359293,-0.0156925699983312,0.436868688716918
0.73,6,0.188285620579779,-0.0436021291447134,0.420173370304272
0.74,6,0.165983181800264,-0.0738234619370196,0.405789825537548
0.75,6,0.143680743020749,-0.106136824310372,0.393498310351871
0.76,6,0.121378304241235,-0.140302226506423,0.383058834988893
0.77,6,0.09907586546172,-0.176080228521255,0.374231959444695
0.78,6,0.0767734266822052,-0.213246132309943,0.366792985674354
0.79,6,0.0544709879026911,-0.251597804688917,0.360539780494299
0.8,6,0.0321685491231751,-0.290958607979728,0.355295706226079
0.81,6,0.00986611034366014,-0.331177151098016,0.350909371785336
0.82,6,-0.0124363284358537,-0.372125284828164,0.347252627956457
0.83,6,-0.0347387672153688,-0.413695330933239,0.344217796502501
0.84,6,-0.0570412059948836,-0.455797148492998,0.341714736503231
0.85,6,-0.0793436447743977,-0.498355361589923,0.339668072041128
0.86,6,-0.101646083553912,-0.541306894450574,0.338014727342749
0.87,6,-0.123948522333427,-0.584598857301663,0.336701812634808
0.88,6,-0.146250961112942,-0.628186772433117,0.335684850207233
0.89,6,-0.168553399892456,-0.672033105558713,0.3349263057738
0.9,6,-0.190855838671971,-0.716106059482157,0.334394382138214
