"tele_c","lag","estimate_c","lower_ci_c","upper_ci_c"
0.5,6,0.245586118088914,0.200943713693936,0.290228522483891
0.51,6,0.246220016653956,0.203511175686033,0.28892885762188
0.52,6,0.246853915218999,0.206054849983549,0.287652980454449
0.53,6,0.247487813784042,0.208571234387154,0.286404393180929
0.54,6,0.248121712349084,0.211056170663761,0.285187254034408
0.55,6,0.248755610914127,0.213504704408007,0.284006517420247
0.56,6,0.24938950947917,0.215910915733547,0.282868103224792
0.57,6,0.250023408044212,0.218267717696335,0.28177909839209
0.58,6,0.250657306609255,0.220566621998224,0.280747991220286
0.59,6,0.251291205174298,0.222797477235411,0.279784933113184
0.6,6,0.25192510373934,0.224948195763173,0.278902011715508
0.61,6,0.252559002304383,0.227004503744278,0.278113500864488
0.62,6,0.253192900869426,0.22894977751523,0.277436024223622
0.63,6,0.253826799434468,0.230765067845543,0.276888531023393
0.64,6,0.254460697999511,0.232429454312488,0.276491941686534
0.65,6,0.255094596564554,0.233920892743094,0.276268300386013
0.66,6,0.255728495129596,0.235217679220781,0.276239311038411
0.67,6,0.256362393694639,0.2363005092972,0.276424278092078
0.68,6,0.256996292259682,0.237154854748462,0.276837729770901
0.69,6,0.257630190824724,0.237773104430907,0.277487277218542
0.7,6,0.258264089389767,0.23815580954797,0.278372369231564
0.71,6,0.25889798795481,0.238311590578265,0.279484385331354
0.72,6,0.259531886519852,0.238255740339247,0.280808032700458
0.73,6,0.260165785084895,0.238008013620768,0.282323556549022
0.74,6,0.260799683649938,0.237590265802455,0.28400910149742
0.75,6,0.26143358221498,0.237024462649005,0.285842701780955
0.76,6,0.262067480780023,0.236331300804012,0.287803660756034
0.77,6,0.262701379345066,0.235529434215325,0.289873324474806
0.78,6,0.263335277910108,0.234635172594722,0.292035383225494
0.79,6,0.263969176475151,0.233662489280748,0.294275863669554
0.8,6,0.264603075040194,0.232623201167882,0.296582948912506
0.81,6,0.265236973605236,0.231527224604642,0.29894672260583
0.82,6,0.265870872170279,0.23038284851325,0.301358895827308
0.83,6,0.266504770735322,0.229196993140228,0.303812548330415
0.84,6,0.267138669300364,0.22797544017287,0.306301898427858
0.85,6,0.267772567865407,0.226723029951994,0.30882210577882
0.86,6,0.26840646643045,0.22544382672196,0.311369106138939
0.87,6,0.269040364995492,0.22414125521431,0.313939474776675
0.88,6,0.269674263560535,0.222818212636791,0.316530314484278
0.89,6,0.270308162125578,0.221477160110477,0.319139164140678
0.9,6,0.27094206069062,0.220120197206157,0.321763924175084
