"tele_c","lag","estimate_c","lower_ci_c","upper_ci_c"
0.5,4,-0.536294427508727,-1.38030237845856,0.30771352344111
0.51,4,-0.469945270613172,-1.27632982599123,0.33643928476489
0.52,4,-0.403596113717618,-1.17258928168264,0.365397054247402
0.53,4,-0.337246956822064,-1.06911630646061,0.394622392816479
0.54,4,-0.270897799926509,-0.96595377525704,0.424158175404022
0.55,4,-0.204548643030955,-0.863153747842529,0.45405646178062
0.56,4,-0.1381994861354,-0.760779899145584,0.484380926874783
0.57,4,-0.0718503292398457,-0.658910691198347,0.515210032718656
0.58,4,-0.00550117234429182,-0.55764352522137,0.546641180532786
0.59,4,0.0608479845512624,-0.457100177369693,0.578796146472218
0.6,4,0.127197141446817,-0.357433883532818,0.611828166426451
0.61,4,0.193546298342371,-0.258838464494744,0.645931061179486
0.62,4,0.259895455237926,-0.161559795364601,0.681350705840453
0.63,4,0.32624461213348,-0.0659095593508398,0.718398783617801
0.64,4,0.392593769029035,0.0277197202073467,0.757467817850723
0.65,4,0.458942925924589,0.118841382068392,0.799044469780786
0.66,4,0.525292082820144,0.206869627421535,0.843714538218752
0.67,4,0.591641239715698,0.291134215821673,0.892148263609723
0.68,4,0.657990396611252,0.370929612009655,0.945051181212848
0.69,4,0.724339553506806,0.445608270652901,1.00307083636071
0.7,4,0.790688710402361,0.5147065128505,1.06667090795422
0.71,4,0.857037867297915,0.578059319684345,1.13601641491149
0.72,4,0.92338702419347,0.635846247901695,1.21092780048524
0.73,4,0.989736181089024,0.688541597188145,1.2909307649899
0.74,4,1.05608533798458,0.736797900006103,1.37537277596305
0.75,4,1.12243449488013,0.781320774737804,1.46354821502246
0.76,4,1.18878365177569,0.822777526927088,1.55478977662429
0.77,4,1.25513280867124,0.861749778886132,1.64851583845635
0.78,4,1.3214819655668,0.89871992356445,1.74424400756914
0.79,4,1.38783112246235,0.934076682779461,1.84158556214524
0.8,4,1.45418027935791,0.968128584324603,1.94023197439121
0.81,4,1.52052943625346,1.00111898170289,2.03993989080403
0.82,4,1.58687859314901,1.03323972015782,2.14051746614021
0.83,4,1.65322775004457,1.06464250182951,2.24181299825962
0.84,4,1.71957690694012,1.09544791507655,2.34370589880369
0.85,4,1.78592606383568,1.12575243978532,2.44609968788603
0.86,4,1.85227522073123,1.15563382041269,2.54891662104977
0.87,4,1.91862437762679,1.18515516987322,2.65209358538035
0.88,4,1.98497353452234,1.21436810491107,2.75557896413361
0.89,4,2.05132269141789,1.24331514881141,2.85933023402438
0.9,4,2.11767184831345,1.27203158140888,2.96331211521802
