"tele_c","lag","estimate_c","lower_ci_c","upper_ci_c"
0.5,6,0.2064084143111,0.130606476184989,0.282210352437211
0.51,6,0.20553449734527,0.133015712473263,0.278053282217276
0.52,6,0.20466058037944,0.135384557716809,0.273936603042071
0.53,6,0.20378666341361,0.137707065248986,0.269866261578233
0.54,6,0.202912746447779,0.139976174470536,0.265849318425023
0.55,6,0.202038829481949,0.142183472897104,0.261894186066795
0.56,6,0.201164912516119,0.144318908676317,0.258010916355921
0.57,6,0.200290995550289,0.146370448314431,0.254211542786147
0.58,6,0.199417078584459,0.148323678845572,0.250510478323346
0.59,6,0.198543161618629,0.150161363382674,0.246924959854583
0.6,6,0.197669244652799,0.151862977339085,0.243475511966512
0.61,6,0.196795327686968,0.15340428401561,0.240186371358326
0.62,6,0.195921410721138,0.154757056753564,0.237085764688712
0.63,6,0.195047493755308,0.15588912012655,0.234205867384066
0.64,6,0.194173576789478,0.156764951661911,0.231582201917045
0.65,6,0.193299659823648,0.157347120780848,0.229252198866447
0.66,6,0.192425742857818,0.157598774653326,0.227252711062309
0.67,6,0.191551825891988,0.157487134699886,0.22561651708409
0.68,6,0.190677908926157,0.156987532277724,0.224368285574591
0.69,6,0.189803991960327,0.156087043812294,0.22352094010836
0.7,6,0.188930074994497,0.15478660523636,0.223073544752635
0.71,6,0.188056158028667,0.153100853955666,0.223011462101668
0.72,6,0.187182241062837,0.151055756878089,0.223308725247584
0.73,6,0.186308324097007,0.148684857254229,0.223931790939784
0.74,6,0.185434407131177,0.146025265095452,0.224843549166901
0.75,6,0.184560490165346,0.143114277844825,0.226006702485868
0.76,6,0.183686573199516,0.139987038002359,0.227386108396673
0.77,6,0.182812656233686,0.136675219610259,0.228950092857113
0.78,6,0.181938739267856,0.13320651624327,0.230670962292442
0.79,6,0.181064822302026,0.129604654359638,0.232524990244413
0.8,6,0.180190905336196,0.125889698817342,0.234492111855049
0.81,6,0.179316988370365,0.12207848738413,0.236555489356601
0.82,6,0.178443071404535,0.118185094489416,0.238701048319655
0.83,6,0.177569154438705,0.114221270577769,0.240917038299641
0.84,6,0.176695237472875,0.110196832842253,0.243193642103497
0.85,6,0.175821320507045,0.106120000087839,0.24552264092625
0.86,6,0.174947403541215,0.101997673322747,0.247897133759682
0.87,6,0.174073486575384,0.0978356676748056,0.250311305475963
0.88,6,0.173199569609554,0.0936389025466688,0.25276023667244
0.89,6,0.172325652643724,0.0894115568742532,0.255239748413195
0.9,6,0.171451735677894,0.0851571956880986,0.257746275667689
