"tele_e","lag","estimate_e","lower_ci_e","upper_ci_e"
0.5,4,0.603839259014165,0.172144117116845,1.03553440091149
0.51,4,0.60768093688971,0.191406983664209,1.02395489011521
0.52,4,0.611522614765255,0.210456853046866,1.01258837648364
0.53,4,0.6153642926408,0.229268554767353,1.00146003051425
0.54,4,0.619205970516345,0.247813287661853,0.990598653370837
0.55,4,0.62304764839189,0.266058063888086,0.980037232895693
0.56,4,0.626889326267435,0.283965086087384,0.969813566447486
0.57,4,0.63073100414298,0.301491064198784,0.959970944087175
0.58,4,0.634572682018524,0.318586489126532,0.950558874910516
0.59,4,0.638414359894069,0.335194897070822,0.941633822717316
0.6,4,0.642256037769614,0.351252182702732,0.933259892836497
0.61,4,0.646097715645159,0.366686053065944,0.925509378224375
0.62,4,0.649939393520704,0.381415757318412,0.918463029722997
0.63,4,0.653781071396249,0.395352277130118,0.91220986566238
0.64,4,0.657622749271794,0.408399209643377,0.90684628890021
0.65,4,0.661464427147339,0.420454601213804,0.902474253080874
0.66,4,0.665306105022884,0.431413967103212,0.899198242942556
0.67,4,0.669147782898429,0.441174625142341,0.897120940654516
0.68,4,0.672989460773973,0.449641253647848,0.896337667900099
0.69,4,0.676831138649518,0.456732262941003,0.896930014358034
0.7,4,0.680672816525063,0.462386213540876,0.898959419509251
0.71,4,0.684514494400608,0.466567254250324,0.902461734550893
0.72,4,0.688356172276153,0.469268540428984,0.907443804123322
0.73,4,0.692197850151698,0.470512907360807,0.913882792942589
0.74,4,0.696039528027243,0.47035064973563,0.921728406318855
0.75,4,0.699881205902788,0.468854890948457,0.930907520857118
0.76,4,0.703722883778333,0.466115478357638,0.941330289199027
0.77,4,0.707564561653878,0.462232475467304,0.952896647840452
0.78,4,0.711406239529423,0.457310158475259,0.965502320583587
0.79,4,0.715247917404968,0.451452093340147,0.979043741469788
0.8,4,0.719089595280512,0.444757519734257,0.993421670826768
0.81,4,0.722931273156057,0.437318999180445,1.00854354713167
0.82,4,0.726772951031602,0.42922112880554,1.02432477325766
0.83,4,0.730614628907147,0.420540064863101,1.04068919295119
0.84,4,0.734456306782692,0.411343607996826,1.05756900556856
0.85,4,0.738297984658237,0.401691642681749,1.07490432663472
0.86,4,0.742139662533782,0.391636773396725,1.09264255167084
0.87,4,0.745981340409327,0.381225046946718,1.11073763387194
0.88,4,0.749823018284872,0.37049668853664,1.1291493480331
0.89,4,0.753664696160416,0.359486807698275,1.14784258462256
0.9,4,0.757506374035962,0.348226050104789,1.16678669796713
0.91,4,0.761348051911506,0.33674118449829,1.18595491932472
0.92,4,0.765189729787051,0.325055622219539,1.20532383735456
0.93,4,0.769031407662596,0.313189871680453,1.22487294364474
0.94,4,0.772873085538141,0.301161932711122,1.24458423836516
0.95,4,0.776714763413686,0.288987636867748,1.26444188995962
