"tele_e","lag","estimate_e","lower_ci_e","upper_ci_e"
0.5,4,0.538251133408652,0.307219605432504,0.769282661384801
0.51,4,0.536053756179511,0.313351811956258,0.758755700402765
0.52,4,0.53385637895037,0.319386445277545,0.748326312623195
0.53,4,0.531659001721229,0.325311827315034,0.738006176127424
0.54,4,0.529461624492088,0.331114535357407,0.727808713626768
0.55,4,0.527264247262947,0.336779112415194,0.717749382110699
0.56,4,0.525066870033805,0.342287733164419,0.707846006903192
0.57,4,0.522869492804664,0.347619823479855,0.698119162129473
0.58,4,0.520672115575523,0.352751635081994,0.688592596069052
0.59,4,0.518474738346382,0.357655783036736,0.679293693656028
0.6,4,0.516277361117241,0.36230076402671,0.670253958207772
0.61,4,0.5140799838881,0.366650488998986,0.661509478777213
0.62,4,0.511882606658958,0.370663886504992,0.653101326812925
0.63,4,0.509685229429817,0.374294663556213,0.645075795303422
0.64,4,0.507487852200676,0.377491347708397,0.637484356692956
0.65,4,0.505290474971535,0.38019777142799,0.63038317851508
0.66,4,0.503093097742394,0.382354184270222,0.623832011214566
0.67,4,0.500895720513253,0.383899167486962,0.617892273539544
0.68,4,0.498698343284112,0.384772450438751,0.612624236129472
0.69,4,0.49650096605497,0.384918565345106,0.608083366764835
0.7,4,0.494303588825829,0.384291031893783,0.604316145757876
0.71,4,0.492106211596688,0.382856494598142,0.601355928595234
0.72,4,0.489908834367547,0.380598056798345,0.599219611936749
0.73,4,0.487711457138406,0.377517088097649,0.597905826179162
0.74,4,0.485514079909265,0.373633074860227,0.597395084958302
0.75,4,0.483316702680123,0.368981550341655,0.597651855018592
0.76,4,0.481119325450982,0.363610592683054,0.598628058218911
0.77,4,0.478921948221841,0.357576635415068,0.600267261028614
0.78,4,0.4767245709927,0.350940330920231,0.602508811065169
0.79,4,0.474527193763559,0.34376300673963,0.605291380787488
0.8,4,0.472329816534418,0.336103983402683,0.608555649666152
0.81,4,0.470132439305276,0.328018787378986,0.612246091231567
0.82,4,0.467935062076135,0.319558143513294,0.616311980638977
0.83,4,0.465737684846994,0.310767567380538,0.62070780231345
0.84,4,0.463540307617853,0.301687374064223,0.625393241171483
0.85,4,0.461342930388712,0.292352947433361,0.630332913344062
0.86,4,0.459145553159571,0.282795151896717,0.635495954422424
0.87,4,0.456948175930429,0.273040804792471,0.640855547068388
0.88,4,0.454750798701288,0.263113156941727,0.646388440460849
0.89,4,0.452553421472147,0.253032350488548,0.652074492455746
0.9,4,0.450356044243006,0.242815837919738,0.657896250566274
0.91,4,0.448158667013865,0.232478755659208,0.663838578368521
0.92,4,0.445961289784724,0.222034251376706,0.669888328192741
0.93,4,0.443763912555583,0.21149376736812,0.676034057743045
0.94,4,0.441566535326441,0.20086728396157,0.682265786691313
0.95,4,0.4393691580973,0.190163527509225,0.688574788685375
