"tele_e","lag","estimate_e","lower_ci_e","upper_ci_e"
0.5,6,0.0251692621974225,-0.118735467625046,0.169073992019891
0.51,6,0.0339668024715436,-0.104847838700778,0.172781443643865
0.52,6,0.0427643427456648,-0.091032490313251,0.176561175804581
0.53,6,0.0515618830197859,-0.0772978665673639,0.180421632606936
0.54,6,0.0603594232939071,-0.0636536090252933,0.184372455613108
0.55,6,0.0691569635680283,-0.0501107349115501,0.188424662047607
0.56,6,0.0779545038421495,-0.0366818351193715,0.19259084280367
0.57,6,0.0867520441162707,-0.0233812892331668,0.196885377465708
0.58,6,0.0955495843903917,-0.0102254911855137,0.201324659966297
0.59,6,0.104347124664513,0.0027669262703813,0.205927323058644
0.6,6,0.113144664938634,0.0155748878928384,0.21071444198443
0.61,6,0.121942205212755,0.0281747232479831,0.215709687177527
0.62,6,0.130739745486876,0.0405401082950672,0.220939382678686
0.63,6,0.139537285760998,0.0526421592041723,0.226432412317823
0.64,6,0.148334826035119,0.0644497493921791,0.232219902678058
0.65,6,0.15713236630924,0.0759301265511548,0.238334606067325
0.66,6,0.165929906583361,0.0870498964772531,0.244809916689469
0.67,6,0.174727446857482,0.0977764050112384,0.251678488703726
0.68,6,0.183524987131603,0.10807948174939,0.258970492513817
0.69,6,0.192322527405724,0.117933413163079,0.266711641648369
0.7,6,0.201120067679846,0.127318909508002,0.274921225851689
0.71,6,0.209917607953967,0.136224757748006,0.283610458159928
0.72,6,0.218715148228088,0.144648853668934,0.292781442787242
0.73,6,0.227512688502209,0.152598401465348,0.30242697553907
0.74,6,0.23631022877633,0.160089238169861,0.312531219382799
0.75,6,0.245107769050451,0.167144425034855,0.323071113066048
0.76,6,0.253905309324573,0.173792381494981,0.334018237154165
0.77,6,0.262702849598694,0.180064880147374,0.345340819050013
0.78,6,0.271500389872815,0.185995177289502,0.357005602456127
0.79,6,0.280297930146936,0.19161645881797,0.368979401475902
0.8,6,0.289095470421057,0.196960678244076,0.381230262598039
0.81,6,0.297893010695178,0.20205778180625,0.393728239584107
0.82,6,0.306690550969299,0.206935266110984,0.406445835827615
0.83,6,0.315488091243421,0.211617993465444,0.419358189021397
0.84,6,0.324285631517542,0.21612818997087,0.432443073064214
0.85,6,0.333083171791663,0.220485562111396,0.44568078147193
0.86,6,0.341880712065784,0.224707482001192,0.459053942130377
0.87,6,0.350678252339905,0.228809205506418,0.472547299173393
0.88,6,0.359475792614026,0.232804099238166,0.486147485989887
0.89,6,0.368273332888148,0.236703861415522,0.499842804360773
0.9,6,0.377070873162269,0.240518728035448,0.513623018289089
0.91,6,0.38586841343639,0.244257660143572,0.527479166729207
0.92,6,0.394665953710511,0.247928510800207,0.541403396620815
0.93,6,0.403463493984632,0.251538172033937,0.555388815935328
0.94,6,0.412261034258753,0.255092703027354,0.569429365490153
0.95,6,0.421058574532874,0.258597441246861,0.583519707818888
