"tele_e","lag","estimate_e","lower_ci_e","upper_ci_e"
0.5,6,1.54524892139046,0.936686178220328,2.15381166456059
0.51,6,1.540390188482,0.953588952000521,2.12719142496347
0.52,6,1.53553145557353,0.970169670453064,2.10089324069401
0.53,6,1.53067272266507,0.986390274675054,2.07495517065509
0.54,6,1.52581398975661,1.00220727046971,2.04942070904351
0.55,6,1.52095525684815,1.01757092261459,2.0243395910817
0.56,6,1.51609652393968,1.03242436472632,1.99976868315304
0.57,6,1.51123779103122,1.04670264120782,1.97577294085462
0.58,6,1.50637905812276,1.06033171599216,1.95242640025336
0.59,6,1.5015203252143,1.07322750995927,1.92981314046933
0.6,6,1.49666159230583,1.08529506722951,1.90802811738216
0.61,6,1.49180285939737,1.09642800121258,1.88717771758216
0.62,6,1.48694412648891,1.10650843258927,1.86737982038855
0.63,6,1.48208539358045,1.11540769576104,1.84876309139985
0.64,6,1.47722666067198,1.12298814054696,1.83146518079701
0.65,6,1.47236792776352,1.12910636221973,1.81562949330732
0.66,6,1.46750919485506,1.13361811411799,1.80140027559213
0.67,6,1.4626504619466,1.13638495137438,1.78891597251881
0.68,6,1.45779172903813,1.13728230459151,1.77830115348476
0.69,6,1.45293299612967,1.13620823058985,1.7696577616695
0.7,6,1.44807426322121,1.13309165857393,1.76305686786849
0.71,6,1.44321553031275,1.12789873163005,1.75853232899544
0.72,6,1.43835679740428,1.12063600172103,1.75607759308754
0.73,6,1.43349806449582,1.11134980256557,1.75564632642607
0.74,6,1.42863933158736,1.10012193555368,1.75715672762104
0.75,6,1.4237805986789,1.08706256455272,1.76049863280507
0.76,6,1.41892186577043,1.07230165907176,1.76554207246911
0.77,6,1.41406313286197,1.05598035045705,1.7721459152669
0.78,6,1.40920439995351,1.03824325832968,1.78016554157734
0.79,6,1.40434566704505,1.01923238979816,1.78945894429194
0.8,6,1.39948693413658,0.99908278554942,1.79989108272375
0.81,6,1.39462820122812,0.977919782454555,1.81133662000169
0.82,6,1.38976946831966,0.955857601087724,1.82368133555159
0.83,6,1.3849107354112,0.932998919954211,1.83682255086818
0.84,6,1.38005200250273,0.909435122703959,1.85066888230151
0.85,6,1.37519326959427,0.885246961994729,1.86513957719381
0.86,6,1.37033453668581,0.8605054483765,1.88016362499512
0.87,6,1.36547580377735,0.835272830927175,1.89567877662752
0.88,6,1.36061707086888,0.809603583076612,1.91163055866116
0.89,6,1.35575833796042,0.783545341589462,1.92797133433138
0.9,6,1.35089960505196,0.757139770708442,1.94465943939548
0.91,6,1.3460408721435,0.730423339319394,1.9616584049676
0.92,6,1.34118213923503,0.703428008916605,1.97893626955346
0.93,6,1.33632340632657,0.676181835954746,1.9964649766984
0.94,6,1.33146467341811,0.648709495257792,2.01421985157843
0.95,6,1.32660594050965,0.621032732505361,2.03217914851393
