"tele_e","lag","estimate_e","lower_ci_e","upper_ci_e"
0.5,4,0.928118893605783,0.0802134639837777,1.77602432322779
0.51,4,0.93069841985154,0.111399123786427,1.74999771591665
0.52,4,0.933277946097297,0.142209252080729,1.72434664011386
0.53,4,0.935857472343054,0.172602178261615,1.69911276642449
0.54,4,0.938436998588811,0.202530596657433,1.67434340052019
0.55,4,0.941016524834567,0.231940757350016,1.65009229231912
0.56,4,0.943596051080324,0.260771564968409,1.62642053719224
0.57,4,0.946175577326081,0.288953592906681,1.60339756174548
0.58,4,0.948755103571838,0.316408032775804,1.58110217436787
0.59,4,0.951334629817594,0.343045617707027,1.55962364192816
0.6,4,0.953914156063351,0.368765585412655,1.53906272671405
0.61,4,0.956493682309108,0.393454784554581,1.51953258006363
0.62,4,0.959073208554865,0.416987076833448,1.50115934027628
0.63,4,0.961652734800622,0.439223245592057,1.48408222400919
0.64,4,0.964232261046378,0.460011682970937,1.46845283912182
0.65,4,0.966811787292135,0.479190177142709,1.45443339744156
0.66,4,0.969391313537892,0.496589133779083,1.4421934932967
0.67,4,0.971970839783649,0.512036506585286,1.43190517298201
0.68,4,0.974550366029406,0.52536454290657,1.42373618915224
0.69,4,0.977129892275162,0.536418150084835,1.41784163446549
0.7,4,0.979709418520919,0.545064277188011,1.41435455985383
0.71,4,0.982288944766676,0.551201272437541,1.41337661709581
0.72,4,0.984868471012433,0.554766870510905,1.41497007151396
0.73,4,0.987447997258189,0.555743450787138,1.41915254372924
0.74,4,0.990027523503946,0.554159576410387,1.4258954705975
0.75,4,0.992607049749703,0.550087510821411,1.435126588678
0.76,4,0.99518657599546,0.543637198260268,1.44673595373065
0.77,4,0.997766102241217,0.534947820512039,1.46058438397039
0.78,4,1.00034562848697,0.524178319190721,1.47651293778323
0.79,4,1.00292515473273,0.511498177296515,1.49435213216895
0.8,4,1.00550468097849,0.497079401284673,1.5139299606723
0.81,4,1.00808420722424,0.481090204334888,1.5350782101136
0.82,4,1.01066373347,0.463690501674386,1.55763696526561
0.83,4,1.01324325971576,0.445029060059934,1.58145745937158
0.84,4,1.01582278596151,0.425242003807156,1.60640356811587
0.85,4,1.01840231220727,0.404452341135055,1.63235228327949
0.86,4,1.02098183845303,0.382770198885812,1.65919347802024
0.87,4,1.02356136469878,0.360293507835097,1.68682922156247
0.88,4,1.02614089094454,0.33710894234709,1.71517283954199
0.89,4,1.0287204171903,0.313292974609689,1.74414785977091
0.9,4,1.03129994343605,0.288912949896408,1.7736869369757
0.91,4,1.03387946968181,0.264028124338946,1.80373081502468
0.92,4,1.03645899592757,0.238690631773173,1.83422736008196
0.93,4,1.03903852217333,0.212946363310335,1.86513068103632
0.94,4,1.04161804841908,0.186835754384964,1.8964003424532
0.95,4,1.04419757466484,0.160394480857446,1.92800066847223
