"省份","iso","tele_c","lag","estimate_c","lower_ci_c","upper_ci_c","sig"
"黑龙江省",230000,0.719710549,1,1.04941019040169,0.867660563587567,1.23115981721582,1
"黑龙江省",230000,0.719710549,2,0.405182523567347,0.222438166677205,0.587926880457489,1
"黑龙江省",230000,0.719710549,3,0.822088263829202,0.625008911842435,1.01916761581597,1
"黑龙江省",230000,0.719710549,4,0.888652497402315,0.684414346716978,1.09289064808765,1
"黑龙江省",230000,0.719710549,5,0.586001608392871,0.406583050393382,0.765420166392359,1
"黑龙江省",230000,0.719710549,6,1.39832410160347,1.27626131779179,1.52038688541515,1
"吉林省",220000,0.641250374,1,1.03963327942153,0.853461094501103,1.22580546434196,1
"吉林省",220000,0.641250374,2,0.482150590506366,0.295153442487275,0.669147738525458,1
"吉林省",220000,0.641250374,3,0.773459745355505,0.571802746508179,0.97511674420283,1
"吉林省",220000,0.641250374,4,0.976712313557696,0.767628990746866,1.18579563636853,1
"吉林省",220000,0.641250374,5,0.626347719320763,0.442595601186686,0.810099837454839,1
"吉林省",220000,0.641250374,6,1.50286830838924,1.37701086425022,1.62872575252827,1
"内蒙古自治区",150000,0.807231788,1,1.06031619924729,0.795444574553837,1.32518782394074,1
"内蒙古自治区",150000,0.807231788,2,0.319325710452439,0.0490934142564221,0.589558006648456,1
"内蒙古自治区",150000,0.807231788,3,0.876332702967304,0.58889136936796,1.16377403656665,1
"内蒙古自治区",150000,0.807231788,4,0.790422991592124,0.493212517659088,1.08763346552516,1
"内蒙古自治区",150000,0.807231788,5,0.540996080209426,0.273114616644508,0.808877543774344,1
"内蒙古自治区",150000,0.807231788,6,1.28170648625704,1.09088401505867,1.47252895745541,1
"新疆维吾尔自治区",650000,0.725999111,1,1.05019380719668,0.86490735732242,1.23548025707093,1
"新疆维吾尔自治区",650000,0.725999111,2,0.39901355362857,0.212498879701218,0.585528227555922,1
"新疆维吾尔自治区",650000,0.725999111,3,0.825985826553093,0.625050736835408,1.02692091627078,1
"新疆维吾尔自治区",650000,0.725999111,4,0.881594526736284,0.673399799209809,1.08978925426276,1
"新疆维吾尔自治区",650000,0.725999111,5,0.582767878414204,0.399516773969817,0.766018982858591,1
"新疆维吾尔自治区",650000,0.725999111,6,1.389944911446,1.26483815831962,1.51505166457238,1
"辽宁省",210000,0.756878475,1,1.05404168024759,0.84480039505547,1.2632829654397,1
"辽宁省",210000,0.756878475,2,0.368721434660108,0.156840066446494,0.580602802873721,1
"辽宁省",210000,0.756878475,3,0.845124424226754,0.618120992496673,1.07212785595684,1
"辽宁省",210000,0.756878475,4,0.846937057302458,0.611952382950285,1.08192173165463,1
"辽宁省",210000,0.756878475,5,0.566888966019136,0.357912591617214,0.775865340421057,1
"辽宁省",210000,0.756878475,6,1.34879972389793,1.20344215654361,1.49415729125226,1
"北京市",110000,0.593655811,1,1.03370252785756,0.806262984951993,1.26114207076312,1
"北京市",110000,0.593655811,2,0.528840028949722,0.298594223453476,0.759085834445968,1
"北京市",110000,0.593655811,3,0.743961301258317,0.497596825420481,0.990325777096154,1
"北京市",110000,0.593655811,4,1.03013009484324,0.774968691880112,1.28529149780637,1
"北京市",110000,0.593655811,5,0.650821989463068,0.423255471281546,0.878388507644589,1
"北京市",110000,0.593655811,6,1.56628565147,1.40588214181619,1.7266891611238,1
"天津市",120000,0.69770718,1,1.04666835379508,0.87300361342485,1.2203330941653,1
"天津市",120000,0.69770718,2,0.426767445829831,0.252705394166723,0.600829497492939,1
"天津市",120000,0.69770718,3,0.808450883643648,0.620211447829086,0.99669031945821,1
"天津市",120000,0.69770718,4,0.913347989464868,0.718163163318882,1.10853281561085,1
"天津市",120000,0.69770718,5,0.597316270467756,0.426733298732824,0.767899242202688,1
"天津市",120000,0.69770718,6,1.42764247565399,1.31260467667708,1.5426802746309,1
"河北省",130000,0.640250434,1,1.03950867704376,0.852709858528947,1.22630749555857,1
"河北省",130000,0.640250434,2,0.483131514253414,0.295476712595375,0.670786315911453,1
"河北省",130000,0.640250434,3,0.772839996536915,0.570505095269339,0.975174897804491,1
"河北省",130000,0.640250434,4,0.977834596710473,0.768052398126218,1.18761679529473,1
"河北省",130000,0.640250434,5,0.626861912542499,0.44244139521649,0.811282429868508,1
"河北省",130000,0.640250434,6,1.50420067776178,1.37780646607838,1.63059488944517,1
"山西省",140000,0.544707664,1,1.02760310638847,0.74133452717567,1.31387168560128,1
"山西省",140000,0.544707664,2,0.576857309752842,0.285251898749531,0.868462720756153,1
"山西省",140000,0.544707664,3,0.713623924740323,0.403463209606694,1.02378463987395,1
"山西省",140000,0.544707664,4,1.0850670717996,0.764131536145183,1.40600260745401,1
"山西省",140000,0.544707664,5,0.675992305085952,0.386572661820332,0.965411948351573,1
"山西省",140000,0.544707664,6,1.63150657663042,1.42356536536606,1.83944778789478,1
"宁夏回族自治区",640000,0.566392154,1,1.03030520752934,0.771506377806998,1.28910403725169,1
"宁夏回族自治区",640000,0.566392154,2,0.555585202242777,0.2925945229953,0.818575881490254,1
"宁夏回族自治区",640000,0.566392154,3,0.727063668184149,0.446695502214578,1.00743183415372,1
"宁夏回族自治区",640000,0.566392154,4,1.06072947374016,0.770514465695171,1.35094448178515,1
"宁夏回族自治区",640000,0.566392154,5,0.664841618269937,0.404235157039839,0.925448079500035,1
"宁夏回族自治区",640000,0.566392154,6,1.60261309268644,1.41669891416853,1.78852727120435,1
"甘肃省",620000,0.566206887,1,1.03028212143545,0.771256867547609,1.2893073753233,1
"甘肃省",620000,0.566206887,2,0.555766945947244,0.292540168175795,0.818993723718693,1
