"省份","iso","tele_e","lag","estimate_e","lower_ci_e","upper_ci_e","sig"
"黑龙江省",230000,0.592757784,1,0.0140061514708894,-0.0835161685493114,0.11152847149109,0
"黑龙江省",230000,0.592757784,2,0.227939295262822,0.110698857185291,0.345179733340354,1
"黑龙江省",230000,0.592757784,3,0.269326255886602,0.126150208189102,0.412502303584102,1
"黑龙江省",230000,0.592757784,4,0.517868749169933,0.358964094445871,0.676773403893995,1
"吉林省",220000,0.562162909,1,0.0184704128855041,-0.0931642572827274,0.130105083053736,0
"吉林省",220000,0.562162909,2,0.237310094656955,0.103373144916891,0.371247044397019,1
"吉林省",220000,0.562162909,3,0.272703314810313,0.109005655771402,0.436400973849224,1
"吉林省",220000,0.562162909,4,0.524591597335275,0.343456741900068,0.705726452770482,1
"内蒙古自治区",150000,0.608904501,1,0.0116500978613942,-0.0790080462885547,0.102308242011343,0
"内蒙古自治区",150000,0.608904501,2,0.222993772658764,0.113860413394019,0.33212713192351,1
"内蒙古自治区",150000,0.608904501,3,0.267543983047328,0.134339132778917,0.40074883331574,1
"内蒙古自治区",150000,0.608904501,4,0.514320706343814,0.366189596290469,0.66245181639716,1
"新疆维吾尔自治区",650000,0.869026001,1,-0.0263056177792711,-0.13920105493809,0.0865898193795479,0
"新疆维吾尔自治区",650000,0.869026001,2,0.143322050038528,0.00787979453005402,0.278764305547003,1
"新疆维吾尔自治区",650000,0.869026001,3,0.238831800604222,0.0732845849340347,0.404379016274409,1
"新疆维吾尔自治区",650000,0.869026001,4,0.45716220025281,0.273998843598998,0.640325556906622,1
"辽宁省",210000,0.683873748,1,0.000710935120418185,-0.0673314874108101,0.0687533576516464,0
"辽宁省",210000,0.683873748,2,0.200031698966156,0.117502672377841,0.28256072555447,1
"辽宁省",210000,0.683873748,3,0.259268885842805,0.15883673101358,0.35970104067203,1
"辽宁省",210000,0.683873748,4,0.497847134719448,0.384918130724674,0.610776138714223,1
"北京市",110000,0.657671343,1,0.00453426780641895,-0.0691794135604428,0.0782479491732807,0
"北京市",110000,0.657671343,2,0.208057143779995,0.118877067718443,0.297237219841547,1
"北京市",110000,0.657671343,3,0.262161104413005,0.153526152571311,0.370796056254699,1
"北京市",110000,0.657671343,4,0.503604791529022,0.381904383064502,0.625305199993541,1
"天津市",120000,0.585728355,1,0.0150318529536206,-0.0856179304236321,0.115681636330873,0
"天津市",120000,0.585728355,2,0.230092314976559,0.109154748969206,0.351029880983912,1
"天津市",120000,0.585728355,3,0.270102163483317,0.122380521390758,0.417823805575876,1
"天津市",120000,0.585728355,4,0.519413379891779,0.355590680023552,0.683236079760007,1
"河北省",130000,0.535806517,1,0.0223162146360934,-0.102320353897372,0.146952783169559,0
"河北省",130000,0.535806517,2,0.245382703621205,0.0960379929684409,0.394727414273969,1
"河北省",130000,0.535806517,3,0.275612530448567,0.0929894980021793,0.458235562894954,1
"河北省",130000,0.535806517,4,0.530383090897587,0.328697056382573,0.732069125412601,1
"山西省",140000,0.653380632,1,0.00516034833652614,-0.0697494669461844,0.0800701636192367,0
"山西省",140000,0.653380632,2,0.209371330944976,0.118786334436158,0.299956327453794,1
"山西省",140000,0.653380632,3,0.262634712619334,0.152268054726441,0.373001370512227,1
"山西省",140000,0.653380632,4,0.504547622593844,0.380991368844594,0.628103876343095,1
"宁夏回族自治区",640000,0.794808805,1,-0.0154761908113983,-0.0966526079245839,0.0657002263017873,0
"宁夏回族自治区",640000,0.794808805,2,0.166053780608142,0.0680895681111916,0.264017993105092,1
"宁夏回族自治区",640000,0.794808805,3,0.247023886502419,0.127566291772341,0.366481481232496,1
"宁夏回族自治区",640000,0.794808805,4,0.473470517902921,0.34013653108868,0.606804504717161,1
"甘肃省",620000,0.809319375,1,-0.0175935054843645,-0.104125067006679,0.0689380560379503,0
"甘肃省",620000,0.809319375,2,0.161609387860516,0.0573344329843631,0.265884342736669,1
"甘肃省",620000,0.809319375,3,0.245422211388315,0.11819553094449,0.372648891832139,1
"甘肃省",620000,0.809319375,4,0.470281998292935,0.328581538073056,0.611982458512814,1
"山东省",370000,0.61462279,1,0.0108157118101253,-0.0775331862047051,0.0991646098249558,0
"山东省",370000,0.61462279,2,0.221242337521452,0.114833760751265,0.32765091429164,1
"山东省",370000,0.61462279,3,0.266912798939016,0.137060522066217,0.396765075811814,1
"山东省",370000,0.61462279,4,0.51306418253999,0.36855028170449,0.657578083375489,1
"陕西省",610000,0.750042761,1,-0.00894413853420664,-0.0778965982616825,0.0600083211932692,0
"陕西省",610000,0.750042761,2,0.17976501878097,0.0961654347704271,0.263364602791513,1
"陕西省",610000,0.750042761,3,0.251965157495336,0.150212053352287,0.353718261638385,1
"陕西省",610000,0.750042761,4,0.483307306475354,0.368960077334817,0.59765453561589,1
"青海省",630000,0.636659688,1,0.00760019047071148,-0.0725754307689436,0.0877758117103666,0
"青海省",630000,0.636659688,2,0.214492731568594,0.11771538865236,0.311270074484828,1
"青海省",630000,0.636659688,3,0.264480368571452,0.14648454008595,0.382476197056955,1
"青海省",630000,0.636659688,4,0.508221844753379,0.376475220083563,0.639968469423194,1
"河南省",410000,0.750178907,1,-0.00896400432331525,-0.0779413975969755,0.060013388950345,0
"河南省",410000,0.750178907,2,0.179723319089296,0.0960945050469616,0.26335213313163,1
"河南省",410000,0.750178907,3,0.251950129714891,0.150160963466801,0.353739295962982,1
