"","boot","e_lag1","int_e_lag1","c_lag1","int_c_lag1","e_lag2","int_e_lag2","c_lag2","int_c_lag2","e_lag3","int_e_lag3","c_lag3","int_c_lag3","e_lag4","int_e_lag4","c_lag4","int_c_lag4","e_lag5","int_e_lag5","c_lag5","int_c_lag5","e_lag6","int_e_lag6","c_lag6","int_c_lag6","pop","StringencyIndex_Average"
"21",21,0.737873714726337,-1.00594903507045,-0.677370852665478,0.874975029373636,1.10211737534993,-1.67548240925525,0.735945352338447,-0.61720140141602,0.960470562192563,-1.44190694851296,-0.189884248647506,0.339237460688503,-0.427004771746215,0.553257963614138,0.358864042885144,-1.03985163547843,0.764488336016187,-1.00713793686152,-0.830300672738901,1.31058162081294,-0.184509965703605,0.167020725955444,0.919218890375707,-0.907787975649012,8.33951255442953,-0.0138726234083413
"22",22,0.177045350692706,-0.201376461049207,-0.51190631578929,0.574524007870558,0.485770102935671,-0.763850091934043,0.513700423973073,-0.210838567202537,0.381287998197151,-0.586390914228345,-0.0677261761415279,0.161659806073929,-0.209211300575026,0.177035411706479,0.0376395562674869,-0.707732056266231,0.534773013076651,-0.621592335798061,-0.476106606436273,0.88610876233389,-0.104907249565594,-0.0315524088191633,0.568491680609135,-0.42763342267745,4.37254444863824,-0.0166181428198935
"23",23,0.581885386514912,-0.847728321692919,-0.330988850220822,0.37187254772866,0.60961415506424,-0.919431070319442,0.461027090341625,-0.17829238247516,0.777713140866829,-1.28438067371886,-0.289464635558645,0.505463239676375,0.0811460353261538,-0.200220584580163,0.558224669544613,-1.32626059707163,0.714063715581778,-0.973968051600984,-0.811786828409678,1.22024549828813,0.391330541137057,-0.75190262789926,0.860024571224369,-0.785221053920294,5.66759403549307,-0.0131866268983728
"24",24,0.435207099440582,-0.572119470361462,-0.083383997288393,0.0380185265208875,0.826153690046461,-1.24690348435311,0.216672128405409,0.147867137310227,0.458289938328503,-0.691138247469072,-0.122727079219592,0.291173800105685,0.194194412194401,-0.403847361204122,0.182478795701839,-0.896607569513773,0.654302463159267,-0.80984948019216,-0.723216094687676,1.22651250210264,0.236573002337899,-0.485597678616177,0.705162762653459,-0.676366890193988,4.14111521255913,-0.0123227137014852
"25",25,0.204167417568559,-0.239370599367771,0.190798292325993,-0.304605761175843,-0.307939817765612,0.345835622101966,0.0199957000188223,0.400004950879979,0.341863903062969,-0.577924531333944,-0.0917357241815316,0.290545515511273,-0.135321029054715,0.0902906497938217,-0.157426138958255,-0.434000498320442,-0.0578240100823951,0.132935011307986,-0.179890553342795,0.475238638112173,0.488441051917078,-0.866112232296097,0.114473156648866,0.186728733825547,2.02932000310741,-0.0112488634953601
"26",26,0.23496405852557,-0.295629947533326,0.0282028619442829,-0.0989003208524073,0.877003262534424,-1.37367417158297,0.0540607280896593,0.363874047525036,0.320128061242707,-0.432982672310535,0.0835586436239395,-0.0946815821325805,0.0382411072987388,-0.185517423718738,0.137814416168361,-0.798519065541307,0.594970808607929,-0.716047377882162,-0.861262985537259,1.51431187965451,-0.161160525718838,0.136947041967905,0.618472300358865,-0.605681808075367,5.33114787146584,-0.0104953833355778
"27",27,0.826071350726107,-1.14861061924234,-0.642165662755485,0.842054311632016,1.67173875008613,-2.62613997446475,0.659196151102961,-0.563009474059884,0.86125952772328,-1.23921980674323,-0.295142240296218,0.54858618731671,-0.206213073234021,0.179662334381682,0.160927236257492,-0.869148710129105,0.787282404394451,-1.04260306862589,-0.794105146803431,1.37728746085147,-0.0690784853293618,0.00577503710288766,0.720559756063951,-0.719878600781614,5.80681139365562,-0.0147089425918316
"28",28,0.609146621346782,-0.767589057936694,-0.279845093276158,0.3541159128211,0.569044621322879,-0.947173184304031,0.75098746288178,-0.688037415899896,0.783503874628531,-1.12369991763898,-0.0742091121573605,0.228959740806997,-0.397864323788455,0.480304432801284,-0.505498655151362,0.0439742558302543,0.277342439379114,-0.309320961799846,0.190285940428159,0.0278761165059577,0.0554894473170891,-0.178191670000302,0.0735090356901593,0.236882668493839,4.92009353541483,-0.0156771777239578
"29",29,0.464348275005361,-0.607167222525496,-0.738325917089724,1.15106488525342,1.58659221849794,-2.37831894902129,0.657576716240741,-0.662468231571195,0.872971906882066,-1.19507462703843,-0.0476151613270996,0.15309514767847,-0.955460647159901,1.28178467049613,0.0884600914475692,-0.710276449385193,1.03629835785439,-1.35056378546663,-1.63576081206085,2.70796862101712,-0.770320745157944,1.03464690290235,0.913707534822084,-1.04322276437883,5.11312681761616,-0.0081121939039989
"30",30,0.386929543324015,-0.481246100159836,-0.867964595830243,1.1856319692328,1.264426594138,-1.88411738397769,0.578842744650467,-0.367393037440947,0.652005126486436,-0.983974362353199,0.342856078056617,-0.414694758145545,-0.639997759202688,0.846967846548512,-0.0189653456598642,-0.556552840879694,0.935996109828384,-1.23118084778134,-1.11560042256569,1.79144911468971,-0.677203080246393,0.830703549565965,1.17745007744338,-1.30616641512416,5.38219951836422,-0.0103452563773236
"31",31,1.24166526269432,-1.72574931448695,-0.36786140911127,0.460763793789559,0.785859085702229,-1.21560624736851,0.675895043775503,-0.606112467452359,1.23602022150475,-1.89528687617661,-0.0595515512755523,0.202577925946415,-0.489481489139971,0.666710525951474,-0.250197322189095,-0.218430687660484,0.315660161303433,-0.432806592752858,-0.353097073186969,0.640858700389426,0.175701140777302,-0.353707730401504,0.627133166218465,-0.499408821888861,5.60293190013442,-0.0189502205007884
"32",32,0.698985369603814,-0.980346671998264,-0.364524701131793,0.478877941076574,0.948001013953767,-1.40208982745379,0.483450739503683,-0.249452678556145,1.07924449070949,-1.65604706898439,-0.0143623811584816,0.0369564772608259,-0.495986875491254,0.720299472693387,0.103252409705111,-0.690137901488171,0.900638138830797,-1.20527812926934,-1.4189652249151,2.25678127633312,-0.00684544191877989,-0.0932512362290525,0.832541343141053,-0.817394788943229,5.90189836105989,-0.0143122978340364
"33",33,0.294802941694164,-0.406441392328399,-0.445056588465516,0.636202904103274,1.60341274723378,-2.27474104557002,0.375322308170254,-0.123966374968429,1.07590751019575,-1.53985534568759,-0.10828776750247,0.230087462188576,-0.871436156833806,1.14812990322023,0.555324984291444,-1.3174041435134,1.63657473729658,-2.13521467470617,-1.50046679722182,2.30913700029969,-0.86855851788645,1.08218607708481,1.21797060692246,-1.36511193755597,7.42386309207459,-0.00798053565474529
"34",34,0.678394097650755,-0.882216541620192,0.103928244342589,-0.0913941324725272,0.427385543711769,-0.679476400228324,0.204617200665301,0.0311482780862508,0.446206428775371,-0.668075028687047,-0.243238105131194,0.466632333844544,0.14589783622879,-0.288826017582848,-0.124111600550093,-0.360212010818411,0.0326801015183411,0.00495307423746072,0.325637053673969,-0.318593165254726,0.586482235787789,-0.869260044681941,-0.10675526330227,0.502675906253616,2.73560143438389,-0.0083780521259655
"35",35,0.391115157155036,-0.465247338868741,-0.14142216224175,0.139963826766772,0.211509650551071,-0.455983108099492,0.361321233533111,-0.108693397568019,0.121838078526736,-0.148545436029457,-0.384261533414867,0.688947433569634,0.211761893782089,-0.406533629022484,-0.019255952673152,-0.659799998299177,-0.137471839060995,0.28264031251565,0.0864838454027965,0.128027306942304,0.497860870702018,-0.788330764911903,-0.000112105412350154,0.329167405165766,3.52395199225088,-0.013142856654302
"36",36,0.425793350011469,-0.529949092267835,-0.275684968252013,0.206544226082412,-0.212168092751289,0.234125667193429,0.317232722153757,0.122279228572881,0.405712931471502,-0.679582454260108,0.244932707491665,-0.283968146536845,0.0069971507158614,-0.118701404456605,-0.248894476764908,-0.297143192736685,-0.0827686010014806,0.180048081236333,-0.373051480500668,0.767999920303196,0.181427655604761,-0.438937470595628,0.632215976903682,-0.533329904520891,3.42247100992716,-0.0196848901950253
"37",37,0.100917758236654,-0.127807534950376,-0.919631660327595,1.27110305626102,1.63324340000745,-2.46929503741096,0.65838645231657,-0.533220317661171,0.54077763449328,-0.707008024426508,-0.181720859067732,0.295126960303025,-0.488192206270401,0.576728957483887,0.655589732788486,-1.5713667918168,1.25433129223636,-1.58302261904563,-2.12205105618494,3.40111604157099,-0.653611676794422,0.806840699636282,1.26529243003891,-1.53252840760666,8.58272045823006,-0.010691535861059
"38",38,0.225664419355992,-0.32863108643058,-1.35924331503052,1.86611851079978,2.34743889334256,-3.50772053409796,0.587865158102053,-0.37322869057152,0.587859491804432,-0.864099766466309,-0.287273556056678,0.43490592441033,0.0252691043050083,-0.169013577495051,1.31286074280045,-2.38026583162715,1.95306661316498,-2.68223047798367,-2.5145516761932,3.68908300913046,-0.586698782844154,0.730606123530473,1.98121867541045,-2.45209347112823,12.6227625185301,-0.00949302584968655
"39",39,1.04437899136383,-1.42336635820731,-0.101385969560592,0.197415152910597,0.863919968604811,-1.41164533613852,0.465791687469472,-0.378515382971343,1.03618792207263,-1.51417445132756,-0.150626945980671,0.311247200094009,-0.155503495465531,0.20991072015403,-0.337316319977602,-0.0656042361808792,0.313237140381586,-0.430456670976067,-0.285228670741516,0.617006996609238,0.434401285320527,-0.622904469436377,0.159535937411867,0.104729054279746,7.20246536385892,-0.0102295795126451
"40",40,0.732216889615084,-0.983071302083125,-0.144438736486751,0.114657118134092,0.767406710580981,-1.14410150970579,0.132871914893995,0.271047373658398,0.759618707578264,-1.1079733209245,-0.127161523148679,0.270592264582886,0.0979163023982703,-0.246530990167168,0.250092869323678,-0.963429596895362,0.665505707251069,-0.833804368157718,-0.624327646245427,1.06608784174039,0.46680341573289,-0.809845594100501,0.68480767818518,-0.614964743243655,3.4252219994485,-0.0140924861206835
"41",41,0.164073403029834,-0.184852228926138,-0.132431129636287,0.00307319628838602,0.218815063868456,-0.325556653251503,-0.1344826855844,0.799244624769876,0.595002050984888,-0.96081996068786,0.534940622422369,-0.761547663925119,-0.194989311081951,0.217584267686781,0.420849054265546,-1.19923155855729,0.552428836632556,-0.713316840150303,-1.89543006548195,2.94326027263442,0.0615613423676916,-0.278416076659114,1.65877512837946,-2.00354057745432,4.47222304734651,-0.0138265560941152
"42",42,0.686794173857144,-0.953641607343881,-0.498671010541264,0.730681833112721,0.963982637874453,-1.50447069756167,0.752413306883976,-0.732065443193121,1.12093170269796,-1.70852527206787,-0.36402151385887,0.661159968304427,-0.854789444149832,1.17725015563808,-0.125515010526946,-0.412440814380344,0.524827042850017,-0.719872345729041,-0.0800875928503496,0.323950752898424,-0.13490335484458,0.122586431616948,0.198779466023604,0.0792296921132956,4.65448681789327,-0.00978742492808566
"43",43,0.743431221120523,-1.04165277603233,-0.178442759778169,0.309065737745586,0.860976371377864,-1.30179909255938,0.403830904143676,-0.239329546651287,1.38507640326539,-2.03780551432452,-0.473801638996744,0.785871884138578,-0.73637741617018,1.03777730518921,0.318668481011837,-0.952790519460048,0.908357611809797,-1.23456161191349,-0.69405473170578,1.09018641115122,0.00897730561559959,-0.0779231724183139,0.345709076717463,-0.0905654563757973,3.44971020193543,-0.00801849828844741
"44",44,0.361066365274283,-0.395926552147109,-0.209765902120544,0.261949318615354,-0.160764594077378,0.0920190677343606,0.411449341580437,-0.190674272046157,0.352173485707074,-0.496183327512867,0.0170562638429831,0.16328580379812,-0.160348766997608,0.11232580320253,-0.340739115770575,-0.215066928813347,-0.0486847087657773,0.150453534539097,0.386069398667347,-0.326535384319908,0.242736982409994,-0.453634894475249,0.119163720920193,0.20010321379939,3.74015691228851,-0.0141029087172196
"45",45,0.617885529337297,-0.835045333654523,-0.246488956002271,0.278623558588721,0.787004227309369,-1.29566469932283,0.46438705810304,-0.230527164221484,0.666161982525603,-1.00980442705091,0.0711426150330855,-0.0379955093104412,-0.237548192611025,0.276998507115498,-0.321560620156097,-0.181499482917012,0.218491823386395,-0.258638504794069,-0.747843710217175,1.40031838338266,0.0189456370580122,-0.113914443911432,0.445433596402846,-0.33849036408129,5.59818992813036,-0.0159053198201753
"46",46,0.28340917323622,-0.320365047446635,-0.146681186991302,0.191256879772021,-0.00670132869951807,-0.130559297402786,0.071081326109217,0.324273830810187,0.246263276129145,-0.363649378721154,0.369116755988541,-0.388181648718235,0.0734789075572186,-0.23547839002622,-0.291613708972376,-0.230097892596781,-0.242552772092469,0.411638024379917,-0.488681864649545,0.935254977518655,0.385355481452424,-0.662680400623385,0.634285187981248,-0.582692247439632,2.20978007957343,-0.0103565134787919
"47",47,0.146298824395487,-0.177799229384441,-0.479066572167423,0.423454996488993,0.200899073551066,-0.293909419043459,0.35560695215073,0.174555275433951,0.284303614174287,-0.564802998988455,0.209953771073824,-0.333163226186924,-0.154220903881062,0.181291447698835,0.135742349241203,-0.857548533305019,0.485869272534748,-0.604759674427307,-1.1259784215701,1.88135429465487,-0.0509882088760333,-0.159112017216283,0.993632785461177,-1.05553710797138,4.54803867010409,-0.0208637801962753
"48",48,0.380390638190457,-0.477657146446998,-0.354899632675229,0.460958455122783,0.581219875550239,-0.932289667127783,0.524508080645451,-0.33718447787439,0.439793998067368,-0.702329537991073,-0.107395906282881,0.234115969974448,-0.504116427375816,0.685397293557136,-0.268692174906247,-0.239669649071286,0.173382260154726,-0.173941660881467,-0.410250215833183,0.843793935896983,-0.26533776068965,0.259295551357773,0.284401785495328,-0.0419503153402,9.44532143968153,-0.0155363932686651
"49",49,0.640014418478647,-0.828686449660623,-0.501075486145209,0.711844756286329,0.728014601652416,-1.11942975139586,0.575178689181293,-0.454166528011117,0.666577874869703,-0.997106781488591,0.0336280895099123,0.085207840171283,-0.638797654815757,0.81614170428541,-0.0064491367579809,-0.591476711294697,0.215800127682029,-0.249899291045037,-0.718704640024016,1.25136170383779,-0.327755726586324,0.338879517507322,0.810876853221788,-0.804412729461593,6.39145828736058,-0.0133824066980405
"50",50,0.276693716203445,-0.347460549350567,-0.327878681160512,0.371367781077427,0.0835708229191462,-0.245274831725804,0.216799925801519,0.189084794969353,0.157991124288334,-0.275698055761747,0.264178599308042,-0.299533661548241,0.129620421752298,-0.285481847288918,-0.380952868238842,-0.0790449841415438,-0.167156435926448,0.281214954897809,-0.134928190727014,0.465984371489671,0.111582261816371,-0.288371453399476,0.493121713031208,-0.369618433432727,1.57196310518125,-0.0146816562803443
"51",51,0.714320326526163,-0.907252514173724,0.00291287994175786,0.0594525880018038,-0.0601046709538015,-0.0563636638389146,0.175444660137205,0.0623785536259889,0.5365976018097,-0.759284318657812,0.0186363656005801,0.166643276703795,0.00917214495120633,-0.110587138373435,0.0859793443493906,-0.706510882481289,-0.20479164820959,0.326918839880268,-0.247420367679011,0.480401306479703,0.614339604055514,-0.911543025600969,0.578133429370816,-0.440500612942608,2.26667847112091,-0.00805465275065182
"52",52,1.14003358193506,-1.51385870945406,-0.119143985835553,0.210478793650206,0.670295798000778,-1.06895363657226,0.488349501032583,-0.392623501673088,0.958053764878442,-1.36473806709335,-0.426321490902015,0.712717662593052,-0.264306454794115,0.358184438726868,-0.104444844472161,-0.429603691383766,0.178885969994163,-0.211878166612905,-0.12844608074719,0.393406489350545,0.439456376224019,-0.622148873129477,0.046932785384965,0.279497919517552,3.84757496322032,-0.0128747547240063
"53",53,0.351654902503797,-0.501324840147614,-0.666570317779629,0.830764533957614,1.62668491931378,-2.37228549824369,0.437206654232493,-0.108086372315774,1.27714293081426,-1.9414845820043,-0.437639928422742,0.63960410569165,-0.813661885391028,1.14802945312548,0.706891417056989,-1.53940080450181,1.82312860221303,-2.48412123781979,-1.72389901473781,2.55811146796229,-0.569994949862308,0.690935847750894,0.929597613368131,-0.908415512696799,6.26362850041707,-0.014704171251396
"54",54,0.510411389867223,-0.727016027201949,-0.93121764407637,1.09676338047957,1.29047384346713,-1.85908105814733,0.68575653760757,-0.35317362046923,0.915900621489586,-1.53134679932964,0.063645968809275,-0.142230585944767,-0.502670787677449,0.730926680574673,0.248494453720242,-0.936686022837463,1.23613574568845,-1.6768661356404,-1.52213336741621,2.38098573919815,-0.333097072449709,0.242386908664243,1.29960145977039,-1.45922592333499,12.9509544505633,-0.0194153881840326
"55",55,1.13087887444901,-1.57064293270232,-0.933319808140014,1.21277914908355,1.76572150904887,-2.6762192165579,0.833925824309374,-0.780484168306433,0.981795885661795,-1.44268426933144,0.109481008096214,-0.10575738917664,-0.0855232539845863,0.0254516997839926,-0.0161585778110329,-0.56347073701985,0.823663015768822,-1.08748861640355,-1.02291252895049,1.68182791689052,-0.0315177441570552,-0.0449874665370068,1.17583594187274,-1.37914707940959,7.89017834339746,-0.0197236625950926
"56",56,0.950524642433978,-1.36348551038584,-0.677471458316236,1.09837730804193,1.75855022424532,-2.6549078653253,0.80134072967135,-0.899236502847096,1.40286915313081,-2.13005061448422,-0.207771164820704,0.398066927828919,-1.09768680853997,1.65603781233285,0.0957264295587528,-0.60819123360463,1.10513646044326,-1.56094034972915,-1.22596282190787,1.91846866040641,-0.654486548093621,0.920169311213831,0.84298239470419,-0.768790742114796,9.76917204555712,-0.00911268911529935
"57",57,0.700387239396881,-0.934761162874662,-0.302973926177465,0.485089768362951,1.0861013062161,-1.6591422551911,0.398114636000254,-0.240719847549269,0.931745397263761,-1.35554023069576,-0.453456631842619,0.755423589616353,-0.362305777726692,0.485805798472677,0.571230069336534,-1.32200130267251,0.756481944987168,-1.00445268893207,-0.97332059131429,1.4760078783727,-0.018300518081454,-0.0092550216367473,0.634521859197919,-0.512320523542315,5.54037108550907,-0.00753822773319374
"58",58,0.936278206713472,-1.32803749321653,-0.980522847864547,1.36907773730293,1.59355250541183,-2.47944235825123,1.16996567199597,-1.29791312772878,1.17204471335466,-1.80426467704172,-0.0744734140831741,0.0515470485789169,-0.790999278552166,1.24019563577887,-0.0324282984708908,-0.494964907551142,0.954079649519743,-1.32066363492785,-2.21133113575535,3.59664128029351,-0.327930270239769,0.423335349455112,1.07840952098258,-1.2647893353868,12.6593805995024,-0.0148694366711919
