"","boot","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6"
"1",1,0.64994740423368,0.878958184637723,0.586188322309742,0.250100629791066,0.712273078913214,0.506840872693074
"2",2,0.0206391808692006,1.48742801559268,0.606830703731997,-0.712679229118508,1.29304193443787,-1.02789779441834
"3",3,0.482675273114375,0.723925854064962,0.672033279551481,0.0388787673219596,0.571535739463517,0.235017703599262
"4",4,0.685951105832087,0.181405627330539,0.57244992835348,0.198978065544598,-0.00631291029245327,0.62886961282389
"5",5,0.468972573275878,0.799820967039508,0.480056781511631,-0.35800434494391,0.341274811437043,-0.33098033841094
"6",6,0.215494650081115,1.29719493034178,1.05748731887166,-0.927497816622077,1.42414896486411,-0.789572380820367
"7",7,0.510540939522328,0.628914207732082,0.673470114084223,-0.398265435153467,0.155476220802799,-0.221947319982054
"8",8,0.268289442129404,0.300466090244087,0.763425702185493,-0.237256711174731,0.682797109739885,0.0934155937411535
"9",9,0.353841411722254,2.29170065295965,1.13779654012519,-0.649758936387578,2.30737214395179,-0.962815987431162
"10",10,0.0524578601854192,0.787446827814793,0.647478680365117,-0.810269596804163,0.893295533879866,-0.761599009418747
"11",11,0.128888517060824,-0.189762792705741,0.16104110355567,-0.238847040271031,-0.152741367635582,0.0603891503085468
"12",12,0.853988695102209,1.89347226555786,1.3670223993619,-0.853559176217855,1.07793834809086,-0.594822754944003
"13",13,0.859098992766335,1.2688192376743,1.20485205905266,-0.605019497300343,0.866903797703953,-0.0332226646340431
"14",14,0.425251035698689,0.568699145460718,0.64615124820661,-0.102775168577805,0.822266555916726,0.13184932634574
"15",15,0.266023300931306,0.829327498966291,1.02880879984206,-0.322079714349699,1.44149686323212,-0.166181928953677
"16",16,-0.199808557521683,1.04718635005898,0.559743969296533,-0.30454030682938,1.42755953209187,-0.369679735220445
"17",17,0.17819362111214,1.81226617671935,1.00893806751983,-1.04800376475791,1.68375112400536,-0.935289036940725
"18",18,0.216535221645334,0.848348303515964,0.422298814500065,0.0185586976400952,0.691866161535468,0.0502760376558736
"19",19,0.28963805453151,0.972670750964219,0.928080594872249,-0.21835799349473,1.37974826123589,-0.0826727887156673
"20",20,0.231832299721246,1.31153428730093,0.673540464375714,-0.819069112158664,0.946413779483751,-0.80980855436737
"21",21,0.737873714726337,1.10211737534993,0.960470562192563,-0.427004771746215,0.764488336016187,-0.184509965703605
"22",22,0.177045350692706,0.485770102935671,0.381287998197151,-0.209211300575026,0.534773013076651,-0.104907249565594
"23",23,0.581885386514912,0.60961415506424,0.777713140866829,0.0811460353261538,0.714063715581778,0.391330541137057
"24",24,0.435207099440582,0.826153690046461,0.458289938328503,0.194194412194401,0.654302463159267,0.236573002337899
"25",25,0.204167417568559,-0.307939817765612,0.341863903062969,-0.135321029054715,-0.0578240100823951,0.488441051917078
"26",26,0.23496405852557,0.877003262534424,0.320128061242707,0.0382411072987388,0.594970808607929,-0.161160525718838
"27",27,0.826071350726107,1.67173875008613,0.86125952772328,-0.206213073234021,0.787282404394451,-0.0690784853293618
"28",28,0.609146621346782,0.569044621322879,0.783503874628531,-0.397864323788455,0.277342439379114,0.0554894473170891
"29",29,0.464348275005361,1.58659221849794,0.872971906882066,-0.955460647159901,1.03629835785439,-0.770320745157944
"30",30,0.386929543324015,1.264426594138,0.652005126486436,-0.639997759202688,0.935996109828384,-0.677203080246393
"31",31,1.24166526269432,0.785859085702229,1.23602022150475,-0.489481489139971,0.315660161303433,0.175701140777302
"32",32,0.698985369603814,0.948001013953767,1.07924449070949,-0.495986875491254,0.900638138830797,-0.00684544191877989
"33",33,0.294802941694164,1.60341274723378,1.07590751019575,-0.871436156833806,1.63657473729658,-0.86855851788645
"34",34,0.678394097650755,0.427385543711769,0.446206428775371,0.14589783622879,0.0326801015183411,0.586482235787789
"35",35,0.391115157155036,0.211509650551071,0.121838078526736,0.211761893782089,-0.137471839060995,0.497860870702018
"36",36,0.425793350011469,-0.212168092751289,0.405712931471502,0.0069971507158614,-0.0827686010014806,0.181427655604761
"37",37,0.100917758236654,1.63324340000745,0.54077763449328,-0.488192206270401,1.25433129223636,-0.653611676794422
"38",38,0.225664419355992,2.34743889334256,0.587859491804432,0.0252691043050083,1.95306661316498,-0.586698782844154
"39",39,1.04437899136383,0.863919968604811,1.03618792207263,-0.155503495465531,0.313237140381586,0.434401285320527
"40",40,0.732216889615084,0.767406710580981,0.759618707578264,0.0979163023982703,0.665505707251069,0.46680341573289
"41",41,0.164073403029834,0.218815063868456,0.595002050984888,-0.194989311081951,0.552428836632556,0.0615613423676916
"42",42,0.686794173857144,0.963982637874453,1.12093170269796,-0.854789444149832,0.524827042850017,-0.13490335484458
"43",43,0.743431221120523,0.860976371377864,1.38507640326539,-0.73637741617018,0.908357611809797,0.00897730561559959
"44",44,0.361066365274283,-0.160764594077378,0.352173485707074,-0.160348766997608,-0.0486847087657773,0.242736982409994
"45",45,0.617885529337297,0.787004227309369,0.666161982525603,-0.237548192611025,0.218491823386395,0.0189456370580122
"46",46,0.28340917323622,-0.00670132869951807,0.246263276129145,0.0734789075572186,-0.242552772092469,0.385355481452424
"47",47,0.146298824395487,0.200899073551066,0.284303614174287,-0.154220903881062,0.485869272534748,-0.0509882088760333
"48",48,0.380390638190457,0.581219875550239,0.439793998067368,-0.504116427375816,0.173382260154726,-0.26533776068965
"49",49,0.640014418478647,0.728014601652416,0.666577874869703,-0.638797654815757,0.215800127682029,-0.327755726586324
