"","boot","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6"
"1",1,0.547411368322953,1.07595359800202,0.866478156635079,-0.492169810638011,0.807690156923596,-0.261998692409481
