"","boot","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6"
"1",1,-0.740713176259637,-1.63586010601966,-1.27957483340952,0.649975280598747,-1.0519529072629,0.274959208507768
