"","boot","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6"
"1",1,-0.503762107444488,0.559230840567113,-0.148564424837401,0.159069342763881,-0.946984837224154,0.724088154640621
